County,Waterbody Name,WBIC,Survey Year,Station Name,Swims Station Id,Site Seq No,Survey Seq No,Survey Begin Date,Survey End Date,Survey Status,Data Entry Name,Visit Fish Seq No,Visit Type,Gear,Sample Date,Substation Name,Target Species,Fish Data Seq No,Net Number,Species Code,Species,Number of Fish,Length or Lower Length IN,Length Upper IN,Length or Lower Length MM,Length Upper MM,Weight Pounds,Weight Grams,Fish Aggweight Amt,Fish Weight Units,Gender,Disease ,Injury Type,Age (observed annuli),Edge Counted Desc,Age Structure,Mark Given,Mark Found,Second Mark Found,Tag Number Given,Second Tag Number Given,Tag Number Found,Second Tag Number Found,YOY,Entry Date,Last Update Date,Data Ent Name,Last Update Name,Invalid Species,Non Standard Bin,Length Unit Error,Length Outside Range,Count Outside Range,Status Code
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207339,-,W09,BLUEGILL,2,2.3,-,58.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207340,-,W09,BLUEGILL,7,2.4,-,60.96,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207341,-,W09,BLUEGILL,6,2.5,-,63.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207342,-,W09,BLUEGILL,2,2.6,-,66.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207343,-,W09,BLUEGILL,10,2.7,-,68.58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207344,-,W09,BLUEGILL,5,2.8,-,71.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207345,-,W09,BLUEGILL,2,2.9,-,73.66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207346,-,W09,BLUEGILL,2,3,-,76.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207347,-,W09,BLUEGILL,1,3.2,-,81.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207348,-,W09,BLUEGILL,1,3.4,-,86.36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207349,-,W09,BLUEGILL,1,3.8,-,96.52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207350,-,W09,BLUEGILL,2,3.9,-,99.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207351,-,W09,BLUEGILL,2,4.1,-,104.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207352,-,W09,BLUEGILL,4,4.2,-,106.68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207353,-,W09,BLUEGILL,3,4.3,-,109.22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207354,-,W09,BLUEGILL,4,4.4,-,111.76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207355,-,W09,BLUEGILL,14,4.5,-,114.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207356,-,W09,BLUEGILL,2,4.6,-,116.84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207357,-,W09,BLUEGILL,4,4.7,-,119.38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207358,-,W09,BLUEGILL,3,4.8,-,121.92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207359,-,W09,BLUEGILL,1,4.9,-,124.46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207360,-,W09,BLUEGILL,5,5,-,127,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207361,-,W09,BLUEGILL,2,5.1,-,129.54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207362,-,W09,BLUEGILL,5,5.2,-,132.08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207363,-,W09,BLUEGILL,4,5.3,-,134.62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207364,-,W09,BLUEGILL,4,5.4,-,137.16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207365,-,W09,BLUEGILL,3,5.5,-,139.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207366,-,W09,BLUEGILL,2,5.6,-,142.24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207367,-,W09,BLUEGILL,2,5.7,-,144.78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207368,-,W09,BLUEGILL,2,5.8,-,147.32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207369,-,W09,BLUEGILL,2,5.9,-,149.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207370,-,W09,BLUEGILL,4,6,-,152.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207371,-,W09,BLUEGILL,2,6.1,-,154.94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207372,-,W09,BLUEGILL,3,6.2,-,157.48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207373,-,W09,BLUEGILL,2,6.3,-,160.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207374,-,W09,BLUEGILL,3,6.4,-,162.56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207375,-,W09,BLUEGILL,3,6.5,-,165.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207376,-,W09,BLUEGILL,3,6.6,-,167.64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207377,-,W09,BLUEGILL,3,6.7,-,170.18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207378,-,W09,BLUEGILL,4,6.8,-,172.72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207379,-,W09,BLUEGILL,1,7,-,177.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
WAUSHARA,LONG LAKE,1000800,2019,LONG LAKE_GENERAL LAKE STATION,3043,111458,515090318,14-May-19,14-May-19,DATA ENTRY COMPLETE AND PROOFED,wautoma,764955,ELECTROFISHING,BOOM SHOCKER,14-May-19,-,ALL SPECIES,13207380,-,W09,BLUEGILL,2,7.2,-,182.88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-Oct-19,-,wautoma,-,-,-,-,-,-,NA
